No,Yapı,Koordinat,Ada/Parsel,Adres,İşlev,Kat Sayısı,Tescil Bilgisi,Yapım Yılı,Mimarı,Değişmişlik Durumu,Foto,Açıklama,lat,lon,Mahalle,bölge
4_14_56,,"39.92933559630243, 32.87501890191145",6045/29,"Fakülteler, Yazgan Sk. No:30, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92933559630243,32.87501890191145,FAKÜLTELER,4
4_14_57,,"39.92923275542143, 32.874908931340535",6045/30,"Fakülteler, Yazgan Sk. No:32, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92923275542143,32.874908931340535,FAKÜLTELER,4
4_14_58,,"39.92899197086573, 32.87450309746214",6045/31,"Fakülteler, Yazgan Sk. No:34, 06590 Çankaya/Ankara",Konut,6.0,Değil,,,,,,39.92899197086573,32.87450309746214,FAKÜLTELER,4
4_15_1,,"39.92879508324077, 32.87455295347243",6044/46,"Fakülteler, Yeni Acun Sk. No:11, 06590 Çankaya/Ankara",Konut,7.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı?,39.92879508324077,32.87455295347243,FAKÜLTELER,4
4_15_2,,"39.92889148627264, 32.875005537930555",6044/47,"Fakülteler, Yazgan Sk. No:31, 06590 Çankaya/Ankara",,0.0,Değil,,,,,,39.92889148627264,32.875005537930555,FAKÜLTELER,4
4_15_3,,"39.929012839105944, 32.87508868641304",6044/48,"Fakülteler, Yazgan Sk. No:29, 06590 Çankaya/Ankara",Konut,6.0,Değil,,,,,,39.929012839105944,32.87508868641304,FAKÜLTELER,4
4_15_4,Faikoğlu Mescidi,"39.929132134896804, 32.875051135488334",6044/49,"Fakülteler, Yazgan Sk. No:27, 06590 Çankaya/Ankara",Konut+Dini,5.0,Değil,,,,,,39.929132134896804,32.875051135488334,FAKÜLTELER,4
4_15_5,,"39.92912802125814, 32.87538909383406",6044/50,"Fakülteler, Yazgan Sk. No:25, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92912802125814,32.87538909383406,FAKÜLTELER,4
4_15_6,,"39.92928845321046, 32.87556343741301",6044/51,"Fakülteler, Yazgan Sk. No:23, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92928845321046,32.87556343741301,FAKÜLTELER,4
4_15_7,,"39.92934810089172, 32.875697547858344",6044/52,"Fakülteler, Yazgan Sk. No:21, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92934810089172,32.875697547858344,FAKÜLTELER,4
4_15_8,,"39.92938512356429, 32.8759550399134",6044/53,"Fakülteler, Yazgan Sk. No:19, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,39.92938512356429,32.8759550399134,FAKÜLTELER,4
4_15_9,,"39.92952087319576, 32.87606232828836",6044/54,"Fakülteler, Yazgan Sk. No:17, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92952087319576,32.87606232828836,FAKÜLTELER,4
4_15_10,,"39.92960725918257, 32.8762313074495",6044/55,"Fakülteler, Yazgan Sk. No:15, 06590 Çankaya/Ankara",Konut,6.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı?,39.92960725918257,32.8762313074495,FAKÜLTELER,4
4_15_11,,"39.92973683795839, 32.87638419335718",6044/56,"Fakülteler, Yazgan Sk. No:13, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92973683795839,32.87638419335718,FAKÜLTELER,4
4_15_12,,"39.929847905290096, 32.87659340566803",6044/57,"Fakülteler, Yazgan Sk. No:11, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.929847905290096,32.87659340566803,FAKÜLTELER,4
4_15_13,,"39.92999188118637, 32.876762384829156",1821/74,"Fakülteler, Yazgan Sk. No:9, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,39.92999188118637,32.876762384829156,FAKÜLTELER,4
4_15_14,,"39.930139970369424, 32.87688040203134",6044/59,"Fakülteler, Yazgan Sk. No:7, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.930139970369424,32.87688040203134,FAKÜLTELER,4
4_15_15,,"39.93030451352652, 32.87696623271917",1821/77,"Fakülteler, Yazgan Sk. No:5, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.93030451352652,32.87696623271917,FAKÜLTELER,4
4_15_16,,"39.930292172803654, 32.877057427821995",6044/61,"Fakülteler, Yazgan Sk. No:3, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,,39.930292172803654,32.877057427821995,FAKÜLTELER,4
4_15_17,,"39.93049373766643, 32.877121800844726",6044/62,"Fakülteler, Yazgan Sk. No:1, 06590 Çankaya/Ankara",,0.0,Değil,,,,,,39.93049373766643,32.877121800844726,FAKÜLTELER,4
4_15_18,Çankaya Evi Cebeci,"39.930315539821436, 32.87729112540842",6044/63,"Fakülteler, Kutlugün Cd. No:14, 06590 Çankaya/Ankara",Konut + Devlet Dairesi,5.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı?,39.930315539821436,32.87729112540842,FAKÜLTELER,4
4_15_19,,"39.93023655316111, 32.877415979538256",6044/64,"Fakülteler, Kutlugün Cd. No:16, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,Dönem yapısı?,39.93023655316111,32.877415979538256,FAKÜLTELER,4
4_15_20,,"39.930194666257165, 32.87755019773139",6044/65,"Fakülteler, Kutlugün Cd. No:18, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,Dönem yapısı?,39.930194666257165,32.87755019773139,FAKÜLTELER,4
4_15_21,,"39.930078579563684, 32.877614185480084",6044/66,"Fakülteler, Kutlugün Cd. No:20, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,39.930078579563684,32.877614185480084,FAKÜLTELER,4
4_15_22,,"39.929963689443944, 32.87751898420639",6044/67,"Fakülteler, Oba Sk. No:4, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,39.929963689443944,32.87751898420639,FAKÜLTELER,4
4_15_22,,"39.929992411990916, 32.87740973684278",6044/68,"Fakülteler, Oba Sk. No:6, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.929992411990916,32.87740973684278,FAKÜLTELER,4
4_15_23,,"39.92998283780995, 32.87718499940909",6044/69,"Fakülteler, Oba Sk. No:8, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92998283780995,32.87718499940909,FAKÜLTELER,4
4_15_24,,"39.929796141013064, 32.87710696557794",6044/70,"Fakülteler, Oba Sk. No:10, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.929796141013064,32.87710696557794,FAKÜLTELER,4
4_15_25,,"39.92965492130014, 32.87680575497193",6044/71,"Fakülteler, Oba Sk. No:12, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92965492130014,32.87680575497193,FAKÜLTELER,4
4_15_26,,"39.929577130653435, 32.876772980748385",6044/72,"Fakülteler, Oba Sk. No:14, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.929577130653435,32.876772980748385,FAKÜLTELER,4
4_15_27,,"39.9294801914173, 32.87658726022666",6044/73,"Fakülteler, Oba Sk. No:16, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.9294801914173,32.87658726022666,FAKÜLTELER,4
4_15_28,,"39.92943830405215, 32.87638905429555",6044/74,"Fakülteler, Oba Sk. No:18, 06590 Çankaya/Ankara",Konut,6.0,Değil,,,,,,39.92943830405215,32.87638905429555,FAKÜLTELER,4
4_15_29,,"39.92936051316321, 32.876321945200765",6044/75,"Fakülteler, Oba Sk. No:20, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı?,39.92936051316321,32.876321945200765,FAKÜLTELER,4
4_15_30,,"39.929227670056136, 32.87623142595664",6044/76,"Fakülteler, Oba Sk. No:22, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.929227670056136,32.87623142595664,FAKÜLTELER,4
4_15_31,,"39.929172617877725, 32.87602229527157",6044/77,"Fakülteler, Oba Sk. No:24, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.929172617877725,32.87602229527157,FAKÜLTELER,4
4_15_32,,"39.92903139687826, 32.87585998489799",6044/78,"Fakülteler, Oba Sk. No:26, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92903139687826,32.87585998489799,FAKÜLTELER,4
4_15_33,,"39.92895839268951, 32.87569455317597",6044/79,"Fakülteler, Oba Sk. No:28, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92895839268951,32.87569455317597,FAKÜLTELER,4
4_15_34,,"39.92887820766819, 32.8753746144549",6044/80,"Fakülteler, Oba Sk. No:30, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,39.92887820766819,32.8753746144549,FAKÜLTELER,4
4_15_35,,"39.92879203858559, 32.875507271957446",6044/81,"Fakülteler, Oba Sk. No:32, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92879203858559,32.875507271957446,FAKÜLTELER,4
4_15_36,,"39.928707066192494, 32.87523415354844",6044/82,"Fakülteler, Oba Sk. No:34, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.928707066192494,32.87523415354844,FAKÜLTELER,4
4_15_37,,"39.928600551353625, 32.87510149603549",6044/83,"Fakülteler, Oba Sk. No:36, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.928600551353625,32.87510149603549,FAKÜLTELER,4
4_15_38,,"39.92851318512399, 32.87477375392945",6044/84,"Fakülteler, Yeni Acun Sk. No:15, 06590 Çankaya/Ankara",Konut + Ticaret,6.0,Değil,,,,,,39.92851318512399,32.87477375392945,FAKÜLTELER,4
4_15_39,,"39.928709378293156, 32.87493102808437",6044/45,"Fakülteler, Yeni Acun Sk. No:13, 06590 Çankaya/Ankara",Konut + Ticaret,3.0,Değil,,,,,Dönem yapısı?,39.928709378293156,32.87493102808437,FAKÜLTELER,4
4_15_40,,"39.92818755834883, 32.87510771530942",6043-01-01 00:00:00,"Fakülteler, Yeni Acun Sk. No:17, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92818755834883,32.87510771530942,FAKÜLTELER,4
4_15_41,,"39.9283698726063, 32.87539544057925",6043-02-01 00:00:00,"Fakülteler, Oba Sk. No:27, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,39.9283698726063,32.87539544057925,FAKÜLTELER,4
4_15_42,,"39.92848174702391, 32.87553457533415",6043-03-01 00:00:00,"Fakülteler, Oba Sk. No:25, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92848174702391,32.87553457533415,FAKÜLTELER,4
4_15_43,,"39.92858290814103, 32.87581344157747",6043-04-01 00:00:00,"Fakülteler, Oba Sk. No:23, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92858290814103,32.87581344157747,FAKÜLTELER,4
4_15_44,,"39.928673408986135, 32.875950234238104",6043-05-01 00:00:00,"Fakülteler, Oba Sk. No:21, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.928673408986135,32.875950234238104,FAKÜLTELER,4
4_15_45,,"39.928754635397034, 32.87618715690396",6043-06-01 00:00:00,"Fakülteler, Oba Sk. 19 K, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.928754635397034,32.87618715690396,FAKÜLTELER,4
4_15_46,,"39.92886981797784, 32.87633736060273",6043-07-01 00:00:00,"Fakülteler, Oba Sk. No:17, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92886981797784,32.87633736060273,FAKÜLTELER,4
4_15_47,,"39.929096068911626, 32.87649292871932",6043-08-01 00:00:00,"Fakülteler, Oba Sk. No:15, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.929096068911626,32.87649292871932,FAKÜLTELER,4
4_15_48,,"39.92911605106106, 32.87681143666422",6043-09-01 00:00:00,"Fakülteler, Oba Sk. No:13, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92911605106106,32.87681143666422,FAKÜLTELER,4
4_15_49,,"39.929229176216154, 32.87689190293511",6043-10-01 00:00:00,"Fakülteler, Oba Sk. No:11, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,Dönem yapısı?,39.929229176216154,32.87689190293511,FAKÜLTELER,4
4_15_50,,"39.92931967620701, 32.877106479664086",6043-11-01 00:00:00,"Fakülteler, Oba Sk. No:9, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı? Balkon korkulukları,39.92931967620701,32.877106479664086,FAKÜLTELER,4
4_15_51,,"39.92944258047285, 32.87726481457519",6043-12-01 00:00:00,"Fakülteler, Oba Sk. No:7, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92944258047285,32.87726481457519,FAKÜLTELER,4
4_15_52,,"39.92951868250636, 32.87750621337682",6043/13,"Fakülteler, Oba Sk. No:5, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92951868250636,32.87750621337682,FAKÜLTELER,4
4_15_53,,"39.92963867805762, 32.87765344342689",6043/14,"Fakülteler, Seyhan Sk. No:3, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92963867805762,32.87765344342689,FAKÜLTELER,4
4_15_54,Çankaya Belediyesi Bahar Evi Cebeci,"39.92987109685045, 32.87766953668033",,"Fakülteler, Seyhan Sk. No:1, 06590 Çankaya/Ankara",Devlet Dairesi,1.0,Değil,,,,,,39.92987109685045,32.87766953668033,FAKÜLTELER,4
4_15_55,,"39.92945817078699, 32.8775629845841",6043/15,"Fakülteler, Seyhan Sk. No:6, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,39.92945817078699,32.8775629845841,FAKÜLTELER,4
4_15_56,,"39.92918171361037, 32.87770656683341",6043/16,"Fakülteler, Seyhan Sk. No:8, 06590 Çankaya/Ankara",Konut + Ticaret,6.0,Değil,,,,,,39.92918171361037,32.87770656683341,FAKÜLTELER,4
4_15_57,,"39.92905030791634, 32.87747886796453",6043/17,"Fakülteler, Köylüler Sk. No:2, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92905030791634,32.87747886796453,FAKÜLTELER,4
4_15_58,,"39.92898790794631, 32.87731611887317",6043/18,"Fakülteler, Köylüler Sk. No:6, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92898790794631,32.87731611887317,FAKÜLTELER,4
4_15_59,,"39.92891385115222, 32.87708038144159",6043/19,"Fakülteler, Köylüler Sk. No:8, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92891385115222,32.87708038144159,FAKÜLTELER,4
4_15_60,,"39.928839805277285, 32.87699723296548",6043/20,"Fakülteler, Köylüler Sk. No:10, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.928839805277285,32.87699723296548,FAKÜLTELER,4
4_15_61,,"39.92873490681735, 32.876828253804355",6043/21,"Fakülteler, Köylüler Sk. No:12, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92873490681735,32.876828253804355,FAKÜLTELER,4
4_15_62,,"39.928649035460474, 32.87669994096225",6043/22,"Fakülteler, Köylüler Sk. No:14, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.928649035460474,32.87669994096225,FAKÜLTELER,4
4_15_63,,"39.92856264826442, 32.876466588787345",6043/23,"Fakülteler, Köylüler Sk. No:16, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92856264826442,32.876466588787345,FAKÜLTELER,4
4_15_64,,"39.928480374643016, 32.87638880472905",6043/24,"Fakülteler, Köylüler Sk. No:18, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.928480374643016,32.87638880472905,FAKÜLTELER,4
4_15_65,,"39.92845157885216, 32.876120583838365",6043/25,"Fakülteler, Köylüler Sk. No:20, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92845157885216,32.876120583838365,FAKÜLTELER,4
4_15_66,,"39.92834667979734, 32.876096443958204",6043/26,"Fakülteler, Köylüler Sk. No:22, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92834667979734,32.876096443958204,FAKÜLTELER,4
4_15_67,,"39.928269133635744, 32.87585304770879",6043/27,"Fakülteler, Köylüler Sk. No:24, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.928269133635744,32.87585304770879,FAKÜLTELER,4
4_15_68,,"39.92814365149935, 32.875533988188145",6043/28,"Fakülteler, Köylüler Sk. No:26, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92814365149935,32.875533988188145,FAKÜLTELER,4
4_15_69,,"39.92804381041056, 32.875393092486114",6043/29,"Fakülteler, Köylüler Sk. No:28, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,39.92804381041056,32.875393092486114,FAKÜLTELER,4
4_15_70,,"39.928047924120236, 32.87533140168126",6043/30,"Fakülteler, Yeni Acun Sk. No:19, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,Dönem yapısı?,39.928047924120236,32.87533140168126,FAKÜLTELER,4
4_16_1,,"39.92786858346695, 32.87538596236192",6057-01-01 00:00:00,"Fakülteler, Köylüler Sk. No:23, 06590 Çankaya/Ankara",Konut,6.0,Değil,,,,,,39.92786858346695,32.87538596236192,FAKÜLTELER,4
4_16_2,,"39.92786079487539, 32.875653497314524",6057-02-01 00:00:00,"Fakülteler, Köylüler Sk. No:21, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92786079487539,32.875653497314524,FAKÜLTELER,4
4_16_3,,"39.927912660020105, 32.875905010366765",6057-03-01 00:00:00,"Fakülteler, Köylüler Sk. No:19, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.927912660020105,32.875905010366765,FAKÜLTELER,4
4_16_4,,"39.92796452512551, 32.87607832188175",6057-04-01 00:00:00,"Fakülteler, Köylüler Sk. No:17, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92796452512551,32.87607832188175,FAKÜLTELER,4
4_16_5,,"39.928131465666766, 32.876181886079735",6057-05-01 00:00:00,"Fakülteler, Köylüler Sk. No:15, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.928131465666766,32.876181886079735,FAKÜLTELER,4
4_16_6,,"39.92821412539853, 32.87650103290354",6057-06-01 00:00:00,"Fakülteler, Köylüler Sk. No:13, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92821412539853,32.87650103290354,FAKÜLTELER,4
4_16_7,,"39.928322438893666, 32.87653677379523",6057-07-01 00:00:00,"Fakülteler, Köylüler Sk. No:11, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.928322438893666,32.87653677379523,FAKÜLTELER,4
4_16_8,,"39.92815488093712, 32.876815985739576",6057-08-01 00:00:00,"Fakülteler, Şahin Sk. No:4, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92815488093712,32.876815985739576,FAKÜLTELER,4
4_16_9,,"39.92810195151813, 32.87697958085851",6057-09-01 00:00:00,"Fakülteler, Şahin Sk. No:6, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,39.92810195151813,32.87697958085851,FAKÜLTELER,4
4_16_10,,"39.927945081012744, 32.87704416120192",6057-10-01 00:00:00,"Fakülteler, Özsoy Sk. No:14, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,39.927945081012744,32.87704416120192,FAKÜLTELER,4
4_16_11,,"39.927914228137986, 32.87670620287967",6057-11-01 00:00:00,"Fakülteler, Özsoy Sk. No:16, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.927914228137986,32.87670620287967,FAKÜLTELER,4
4_16_12,,"39.92781549884526, 32.87657209243432",6057-12-01 00:00:00,"Fakülteler, Özsoy Sk. No:18, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92781549884526,32.87657209243432,FAKÜLTELER,4
4_16_13,,"39.92772088313948, 32.87635483351287",6057/13,"Fakülteler, Özsoy Sk. No:20, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92772088313948,32.87635483351287,FAKÜLTELER,4
4_16_14,,"39.92766118111516, 32.876310801082084",,"Fakülteler, Özsoy Sk. No:22, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,39.92766118111516,32.876310801082084,FAKÜLTELER,4
4_16_15,,"39.927488404120794, 32.87607208448938",6057/19,"Fakülteler, Özsoy Sk. No:24, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.927488404120794,32.87607208448938,FAKÜLTELER,4
4_16_16,,"39.92747194914623, 32.875736808376026",,"Fakülteler, Yeni Acun Sk. No:23, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,39.92747194914623,32.875736808376026,FAKÜLTELER,4
4_16_17,Türk Harb-iş Sendikası Misafirhanesi,"39.9274682122493, 32.87561462248113",6057/17,"Fakülteler, Yeni Acun Sk. No:25, 06590 Çankaya/Ankara",Misafirhane,4.0,Değil,,,,,,39.9274682122493,32.87561462248113,FAKÜLTELER,4
4_16_18,,"39.927600023931525, 32.87561221286035",6057/18,"Fakülteler, Yeni Acun Sk. No:23, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.927600023931525,32.87561221286035,FAKÜLTELER,4
4_16_19,,"39.92850966122777, 32.877017700122146",,"Fakülteler, Köylüler Sk. No:9, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,,39.92850966122777,32.877017700122146,FAKÜLTELER,4
4_16_20,,"39.92864559230062, 32.877142743426916",1005/8,"Fakülteler, Köylüler Sk. No:7, 06590 Çankaya/Ankara",Konut,6.0,Değil,,,,,,39.92864559230062,32.877142743426916,FAKÜLTELER,4
4_16_21,,"39.92834868086726, 32.87729774585944",1005/9,"Fakülteler, Burçak Sk. No:4, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92834868086726,32.87729774585944,FAKÜLTELER,4
4_16_22,,"39.928463864131125, 32.87767593731529",1005/10,"Fakülteler, Burçak Sk. No:10, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.928463864131125,32.87767593731529,FAKÜLTELER,4
4_16_23,,"39.928488546233886, 32.87776713241812",1005/11,"Fakülteler, Burçak Sk. No:12, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.928488546233886,32.87776713241812,FAKÜLTELER,4
4_16_24,,"39.92835279455859, 32.8779548870416",1005/1,"Fakülteler, Özsoy Sk. No:2, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92835279455859,32.8779548870416,FAKÜLTELER,4
4_16_25,,"39.928283767193925, 32.877934947708795",1005/2,"Fakülteler, Özsoy Sk. No:4, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.928283767193925,32.877934947708795,FAKÜLTELER,4
4_16_26,,"39.92829662403802, 32.87758361457517",1005/3,"Fakülteler, Özsoy Sk. No:6, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92829662403802,32.87758361457517,FAKÜLTELER,4
4_16_27,,"39.92818645110689, 32.877433330136576",1005/4,"Fakülteler, Özsoy Sk. No:8, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92818645110689,32.877433330136576,FAKÜLTELER,4
4_16_28,,"39.92807430785368, 32.877401580921045",1005/5,"Fakülteler, Özsoy Sk. No:10, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92807430785368,32.877401580921045,FAKÜLTELER,4
4_16_29,,"39.92811080836797, 32.877187770413144",1005/6,"Fakülteler, Şahin Sk. No:3, 06590 Çankaya/Ankara",Konut,6.0,Değil,,,,,,39.92811080836797,32.877187770413144,FAKÜLTELER,4
4_16_30,,"39.92871122837846, 32.87746508840193",1004/3,"Fakülteler, Burçak Sk. No:5, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.92871122837846,32.87746508840193,FAKÜLTELER,4
4_16_31,,"39.92879920803705, 32.87760258820424",1004/2,"Fakülteler, Burçak Sk. No:3, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92879920803705,32.87760258820424,FAKÜLTELER,4
4_16_32,,"39.92884445336269, 32.87777358818818",1004/1,"Fakülteler, Seyhan Sk. No:10, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,,39.92884445336269,32.87777358818818,FAKÜLTELER,4
4_16_33,,"39.928076710401655, 32.87800891948844",2978/21,"Fakülteler, Seyhan Sk. No:16, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,,39.928076710401655,32.87800891948844,FAKÜLTELER,4
4_16_34,,"39.92799198099586, 32.87782555935253",2978/20,"Fakülteler, Özsoy Sk. No:3, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92799198099586,32.87782555935253,FAKÜLTELER,4
4_16_35,,"39.927870626358015, 32.87758684275982",2978/23,"Fakülteler, Özsoy Sk. No:5, 06590 Çankaya/Ankara",,0.0,Değil,,,,,,39.927870626358015,32.87758684275982,FAKÜLTELER,4
4_16_36,,"39.92785211461469, 32.87742591022541",2978/22,"Fakülteler, Özsoy Sk. No:7, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92785211461469,32.87742591022541,FAKÜLTELER,4
4_16_37,,"39.927774055577075, 32.87722832561974",2978/18,"Fakülteler, Özsoy Sk. No:9, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.927774055577075,32.87722832561974,FAKÜLTELER,4
4_16_38,,"39.927670110709215, 32.87716845999718",2978/17,"Fakülteler, Özsoy Sk. No:11, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.927670110709215,32.87716845999718,FAKÜLTELER,4
4_16_39,Özel Cebeci Gardenya Yükseköğrenim Kız Öğrenci Yurdu,"39.92759081032009, 32.877030708228325",2879/16,"Fakülteler, Özsoy Sk. No:13, 06590 Çankaya/Ankara",Yurt,5.0,Değil,,,,,,39.92759081032009,32.877030708228325,FAKÜLTELER,4
4_16_40,,"39.92754315177, 32.876989405396095",2978/15,"Fakülteler, Özsoy Sk. No:15, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92754315177,32.876989405396095,FAKÜLTELER,4
4_16_41,,"39.927454706305824, 32.87669972683417",2978/14,"Fakülteler, Özsoy Sk. No:17, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,39.927454706305824,32.87669972683417,FAKÜLTELER,4
4_16_42,,"39.927401227597635, 32.876560251971014",2978/13,"Fakülteler, Özsoy Sk. No:19, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.927401227597635,32.876560251971014,FAKÜLTELER,4
4_16_43,,"39.92727987191257, 32.87637249734754",2978-12-01 00:00:00,"Fakülteler, Özsoy Sk. No:21, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,39.92727987191257,32.87637249734754,FAKÜLTELER,4
4_16_44,,"39.927224408794075, 32.876185661201895",2978/25,"Fakülteler, Özsoy Sk. No:23, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,39.927224408794075,32.876185661201895,FAKÜLTELER,4
4_16_45,Özel Mustafa Parlar Vakfı Yükseköğrenim Kız Öğrenci Yurdu,"39.92709482526246, 32.87616956794843",2978-10-01 00:00:00,"Fakülteler, Yeni Acun Sk. No:31, 06590 Çankaya/Ankara",Yurt,5.0,Değil,,,,,,39.92709482526246,32.87616956794843,FAKÜLTELER,4
